size_mb,gc,x_organism_name,organism_groups,domain,kingdom,class,group,bio_sample,assembly
2.46861,53.7,Corynebacterium diphtheriae HC02,Bacteria;Terrabacteria group;Actinobacteria,Bacteria,Terrabacteria group,Actinobacteria,prokaryotes,SAMN02603072,GCA_000255155.1
1.63424,37.9,[Haemophilus] ducreyi,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN04632445,GCA_001647835.1
6.73341,62.2727,Sinorhizobium meliloti,Bacteria;Proteobacteria;Alphaproteobacteria,Bacteria,Proteobacteria,Alphaproteobacteria,prokaryotes,SAMN02952139,GCA_000747295.1
3.27754,57.1708,Brucella ceti TE28753-12,Bacteria;Proteobacteria;Alphaproteobacteria,Bacteria,Proteobacteria,Alphaproteobacteria,prokaryotes,SAMN02371861,GCA_000590815.1
3.31079,57.2358,Brucella melitensis,Bacteria;Proteobacteria;Alphaproteobacteria,Bacteria,Proteobacteria,Alphaproteobacteria,prokaryotes,SAMN03860331,GCA_001307475.2
2.88497,46.8,Lactobacillus rhamnosus,Bacteria;Terrabacteria group;Firmicutes,Bacteria,Terrabacteria group,Firmicutes,prokaryotes,SAMN06196449,GCA_002076955.1
2.27169,40.4,Pasteurella multocida OH1905,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN03492042,GCA_000973565.1
3.24799,53.1587,Acetobacter pasteurianus IFO 3283-01-42C,Bacteria;Proteobacteria;Alphaproteobacteria,Bacteria,Proteobacteria,Alphaproteobacteria,prokaryotes,SAMD00060949,GCA_000010945.1
2.14718,45.9925,Zymomonas mobilis subsp. mobilis str. CP4 = NRRL B-14023,Bacteria;Proteobacteria;Alphaproteobacteria,Bacteria,Proteobacteria,Alphaproteobacteria,prokaryotes,SAMN03081440,GCA_000576165.1
4.66334,67.4,Stenotrophomonas maltophilia,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN06130959,GCA_002025605.1
3.39785,37.6039,Enterococcus faecium,Bacteria;Terrabacteria group;Firmicutes,Bacteria,Terrabacteria group,Firmicutes,prokaryotes,SAMN04418075,GCA_001518735.1
2.22837,52.4,Neisseria gonorrhoeae,Bacteria;Proteobacteria;Betaproteobacteria,Bacteria,Proteobacteria,Betaproteobacteria,prokaryotes,SAMN05210135,GCA_001661115.1
3.94275,46.7,Bacillus amyloliquefaciens LFB112,Bacteria;Terrabacteria group;Firmicutes,Bacteria,Terrabacteria group,Firmicutes,prokaryotes,SAMN02641487,GCA_000508265.1
1.93269,60.5,Bifidobacterium animalis subsp. animalis ATCC 25527,Bacteria;Terrabacteria group;Actinobacteria,Bacteria,Terrabacteria group,Actinobacteria,prokaryotes,SAMN02603717,GCA_000260715.1
1.17598,39.0605,Chlamydia psittaci MN,Bacteria;PVC group;Chlamydiae,Bacteria,PVC group,Chlamydiae,prokaryotes,SAMN02604208,GCA_000298435.2
3.04813,37.3559,Enterococcus faecalis ATCC 29212,Bacteria;Terrabacteria group;Firmicutes,Bacteria,Terrabacteria group,Firmicutes,prokaryotes,SAMN02870637,GCA_000742975.1
5.38671,57.4,Klebsiella pneumoniae subsp. pneumoniae 1084,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN02603641,GCA_000294365.1
3.32897,57.1842,Brucella suis bv. 2,Bacteria;Proteobacteria;Alphaproteobacteria,Bacteria,Proteobacteria,Alphaproteobacteria,prokaryotes,SAMN02692306,GCA_000698325.1
6.95763,60.9858,Rhizobium leguminosarum bv. viciae,Bacteria;Proteobacteria;Alphaproteobacteria,Bacteria,Proteobacteria,Alphaproteobacteria,prokaryotes,SAMN04849238,GCA_002240185.1
1.34118,28.4559,Borreliella burgdorferi,Bacteria;Spirochaetes;Spirochaetia,Bacteria,Spirochaetes,Spirochaetia,prokaryotes,SAMN06324250,GCA_002151505.1
4.25969,28.1309,Clostridium botulinum A3 str. Loch Maree,Bacteria;Terrabacteria group;Firmicutes,Bacteria,Terrabacteria group,Firmicutes,prokaryotes,SAMN02603536,GCA_000019545.1
1.11152,29,Rickettsia prowazekii str. NMRC Madrid E,Bacteria;Proteobacteria;Alphaproteobacteria,Bacteria,Proteobacteria,Alphaproteobacteria,prokaryotes,SAMN01983875,GCA_000363905.1
4.61009,59.42,Phaeobacter gallaeciensis,Bacteria;Proteobacteria;Alphaproteobacteria,Bacteria,Proteobacteria,Alphaproteobacteria,prokaryotes,SAMN03294483,GCA_002393525.1
1.14592,23.9,Mycoplasma mycoides subsp. mycoides,Bacteria;Terrabacteria group;Tenericutes,Bacteria,Terrabacteria group,Tenericutes,prokaryotes,SAMN03459584,GCA_001554055.1
6.67673,67.687,Burkholderia thailandensis E254,Bacteria;Proteobacteria;Betaproteobacteria,Bacteria,Proteobacteria,Betaproteobacteria,prokaryotes,SAMN03097424,GCA_000765375.1
2.46936,48.4,Porphyromonas gingivalis,Bacteria;FCB group;Bacteroidetes/Chlorobi group,Bacteria,FCB group,Bacteroidetes/Chlorobi group,prokaryotes,SAMN07836928,GCA_002753955.1
2.06361,51.8,Lactobacillus fermentum,Bacteria;Terrabacteria group;Firmicutes,Bacteria,Terrabacteria group,Firmicutes,prokaryotes,SAMN07192734,GCA_002192435.1
5.0941,45.3349,Vibrio parahaemolyticus,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN03140318,GCA_001304775.1
1.257,32.5,Rickettsia rickettsii str. R,Bacteria;Proteobacteria;Alphaproteobacteria,Bacteria,Proteobacteria,Alphaproteobacteria,prokaryotes,SAMN03324097,GCA_000831525.1
2.08406,36.9,Lactobacillus helveticus,Bacteria;Terrabacteria group;Firmicutes,Bacteria,Terrabacteria group,Firmicutes,prokaryotes,SAMN03328961,GCA_001006025.1
2.95296,47.8636,Lactobacillus casei subsp. casei ATCC 393,Bacteria;Terrabacteria group;Firmicutes,Bacteria,Terrabacteria group,Firmicutes,prokaryotes,SAMD00061035,GCA_000829055.1
4.04375,43.9,Bacillus subtilis subsp. subtilis str. BSP1,Bacteria;Terrabacteria group;Firmicutes,Bacteria,Terrabacteria group,Firmicutes,prokaryotes,SAMN02603212,GCA_000321395.1
2.1308,42.8369,Coxiella burnetii,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN04337144,GCA_001572745.1
4.30093,29.0978,Clostridioides difficile,Bacteria;Terrabacteria group;Firmicutes,Bacteria,Terrabacteria group,Firmicutes,prokaryotes,SAMN05285388,GCA_002080065.1
4.79432,64.1,Xanthomonas oryzae pv. oryzicola,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN03612256,GCA_001042745.1
1.98803,33.2416,Campylobacter fetus subsp. venerealis str. 84-112,Bacteria;Proteobacteria;delta/epsilon subdivisions,Bacteria,Proteobacteria,delta/epsilon subdivisions,prokaryotes,SAMEA3283138,GCA_000967135.1
5.22225,64.7386,Xanthomonas citri subsp. citri,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN02911843,GCA_000961215.1
1.91051,50,Lactobacillus delbrueckii subsp. delbrueckii,Bacteria;Terrabacteria group;Firmicutes,Bacteria,Terrabacteria group,Firmicutes,prokaryotes,SAMN06074289,GCA_001888945.1
3.27995,57.2352,Brucella abortus bv. 9 str. C68,Bacteria;Proteobacteria;Alphaproteobacteria,Bacteria,Proteobacteria,Alphaproteobacteria,prokaryotes,SAMN02769911,GCA_000740195.1
1.89091,32.2,Francisella tularensis subsp. holarctica FTNF002-00,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN02603037,GCA_000017785.1
4.68944,47.5,Yersinia pseudotuberculosis YPIII,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN03144706,GCA_000834375.1
5.74404,64.9,Rhodopseudomonas palustris TIE-1,Bacteria;Proteobacteria;Alphaproteobacteria,Bacteria,Proteobacteria,Alphaproteobacteria,prokaryotes,SAMN00000049,GCA_000020445.1
2.10827,40.2,Streptococcus salivarius,Bacteria;Terrabacteria group;Firmicutes,Bacteria,Terrabacteria group,Firmicutes,prokaryotes,SAMN03140396,GCA_002094955.1
5.32015,50.5874,Shigella boydii,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN08330251,GCA_002950135.1
4.25802,47.7124,Vibrio cholerae,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN02741837,GCA_000765415.1
5.75213,66.7005,Ralstonia solanacearum,Bacteria;Proteobacteria;Betaproteobacteria,Bacteria,Proteobacteria,Betaproteobacteria,prokaryotes,SAMN04537371,GCA_001663415.1
6.33463,35.1765,Bacillus thuringiensis HD-789,Bacteria;Terrabacteria group;Firmicutes,Bacteria,Terrabacteria group,Firmicutes,prokaryotes,SAMN02603564,GCA_000292705.1
1.17094,30.1,Ehrlichia chaffeensis str. West Paces,Bacteria;Proteobacteria;Alphaproteobacteria,Bacteria,Proteobacteria,Alphaproteobacteria,prokaryotes,SAMN02367293,GCA_000632965.1
5.63023,68.4979,Burkholderia mallei,Bacteria;Proteobacteria;Betaproteobacteria,Bacteria,Proteobacteria,Betaproteobacteria,prokaryotes,SAMN02839409,GCA_000755885.1
7.39136,67.9365,Burkholderia pseudomallei NCTC 13178,Bacteria;Proteobacteria;Betaproteobacteria,Bacteria,Proteobacteria,Betaproteobacteria,prokaryotes,SAMN02641521,GCA_000511895.1
8.09039,67.0132,Burkholderia cenocepacia,Bacteria;Proteobacteria;Betaproteobacteria,Bacteria,Proteobacteria,Betaproteobacteria,prokaryotes,SAMN03323790,GCA_001484665.1
1.043,41.3,Chlamydia trachomatis E/150,Bacteria;PVC group;Chlamydiae,Bacteria,PVC group,Chlamydiae,prokaryotes,SAMN02603692,GCA_000092665.1
3.19289,54.1853,Corynebacterium glutamicum,Bacteria;Terrabacteria group;Actinobacteria,Bacteria,Terrabacteria group,Actinobacteria,prokaryotes,SAMN02786782,GCA_000742715.1
3.72343,41.4,Bacillus pumilus,Bacteria;Terrabacteria group;Firmicutes,Bacteria,Terrabacteria group,Firmicutes,prokaryotes,SAMD00032095,GCA_001548215.1
2.2341,38.7,Lactobacillus reuteri,Bacteria;Terrabacteria group;Firmicutes,Bacteria,Terrabacteria group,Firmicutes,prokaryotes,SAMN03879966,GCA_001618905.1
1.86179,39.1,Streptococcus thermophilus,Bacteria;Terrabacteria group;Firmicutes,Bacteria,Terrabacteria group,Firmicutes,prokaryotes,SAMN02850632,GCA_000971665.1
3.61769,38.3875,Legionella pneumophila subsp. pneumophila,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMEA3138425,GCA_000306865.1
4.57846,50.9446,Shigella dysenteriae,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN08330256,GCA_002949675.1
4.40534,46,Bacillus licheniformis,Bacteria;Terrabacteria group;Firmicutes,Bacteria,Terrabacteria group,Firmicutes,prokaryotes,SAMN03998369,GCA_002074135.1
4.02311,39.0831,Acinetobacter baumannii 1656-2,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN02603494,GCA_000188215.1
5.07237,46.7449,Vibrio vulnificus,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN03764475,GCA_001653775.1
2.09687,41.2,Streptococcus suis SS12,Bacteria;Terrabacteria group;Firmicutes,Bacteria,Terrabacteria group,Firmicutes,prokaryotes,SAMN02603320,GCA_000231865.1
6.76466,66.1,Pseudomonas aeruginosa NCGM2.S1,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMD00061003,GCA_000284555.1
5.85099,59.2494,Pseudomonas syringae UMAF0158,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN04053740,GCA_001281365.1
2.22121,35.5,Streptococcus agalactiae,Bacteria;Terrabacteria group;Firmicutes,Bacteria,Terrabacteria group,Firmicutes,prokaryotes,SAMN02741687,GCA_000730215.2
2.11061,37.2,Histophilus somni,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN06141923,GCA_002162275.1
4.69117,50.9872,Shigella flexneri,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN08330275,GCA_002950235.1
2.39576,59.8115,Bifidobacterium longum subsp. longum KACC 91563,Bacteria;Terrabacteria group;Actinobacteria,Bacteria,Terrabacteria group,Actinobacteria,prokaryotes,SAMN02603656,GCA_000219455.1
5.48752,35.2625,Bacillus anthracis str. SVA11,Bacteria;Terrabacteria group;Firmicutes,Bacteria,Terrabacteria group,Firmicutes,prokaryotes,SAMN03081486,GCA_000583105.1
2.22727,27.1,Fusobacterium nucleatum subsp. nucleatum ChDC F316,Bacteria;Fusobacteria;Fusobacteriia,Bacteria,Fusobacteria,Fusobacteriia,prokaryotes,SAMN03263583,GCA_001296165.1
4.76215,35,Leptospira interrogans serovar Hardjo str. Norma,Bacteria;Spirochaetes;Spirochaetia,Bacteria,Spirochaetes,Spirochaetia,prokaryotes,SAMN03853357,GCA_001293065.1
2.24561,39.6,Streptococcus pneumoniae Hungary19A-6,Bacteria;Terrabacteria group;Firmicutes,Bacteria,Terrabacteria group,Firmicutes,prokaryotes,SAMN02603442,GCA_000019265.1
1.89757,38.4,Streptococcus pyogenes MGAS6180,Bacteria;Terrabacteria group;Firmicutes,Bacteria,Terrabacteria group,Firmicutes,prokaryotes,SAMN02603499,GCA_000012165.1
6.37727,61.6,Pseudomonas putida B6-2,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN02470956,GCA_000226035.3
2.74859,52.6,Xylella fastidiosa,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN03166214,GCA_001456195.1
2.18486,51.7,Neisseria meningitidis G2136,Bacteria;Proteobacteria;Betaproteobacteria,Bacteria,Proteobacteria,Betaproteobacteria,prokaryotes,SAMN02604201,GCA_000191425.1
0.627953,24.1448,Buchnera aphidicola str. Ua (Uroleucon ambrosiae),Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN02604330,GCA_000225465.1
1.22858,40.6,Chlamydia pneumoniae,Bacteria;PVC group;Chlamydiae,Bacteria,PVC group,Chlamydiae,prokaryotes,SAMEA3212821,GCA_001007065.1
1.56883,38.9,Helicobacter pylori 52,Bacteria;Proteobacteria;delta/epsilon subdivisions,Bacteria,Proteobacteria,delta/epsilon subdivisions,prokaryotes,SAMN02603357,GCA_000023805.1
1.85618,38.1,Haemophilus influenzae KR494,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN02603575,GCA_000465255.1
4.34765,65.6,Mycobacterium bovis,Bacteria;Terrabacteria group;Actinobacteria,Bacteria,Terrabacteria group,Actinobacteria,prokaryotes,SAMN03288261,GCA_000934325.3
5.19766,69.2,Mycobacterium avium subsp. avium 2285 (S),Bacteria;Terrabacteria group;Actinobacteria,Bacteria,Terrabacteria group,Actinobacteria,prokaryotes,SAMN03067429,GCA_000831285.1
4.39912,65.6,Mycobacterium tuberculosis KZN 605,Bacteria;Terrabacteria group;Actinobacteria,Bacteria,Terrabacteria group,Actinobacteria,prokaryotes,SAMN00103288,GCA_000154605.2
4.55895,50.8,Escherichia coli BL21(DE3),Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMEA2272558,GCA_000009565.2
2.87443,38.1,Listeria monocytogenes Finland 1998,Bacteria;Terrabacteria group;Firmicutes,Bacteria,Terrabacteria group,Firmicutes,prokaryotes,SAMN00012880,GCA_000168595.2
3.44692,28.4369,Clostridium perfringens,Bacteria;Terrabacteria group;Firmicutes,Bacteria,Terrabacteria group,Firmicutes,prokaryotes,SAMN07624709,GCA_002312985.1
5.58883,35.3086,Bacillus cereus AH820,Bacteria;Terrabacteria group;Firmicutes,Bacteria,Terrabacteria group,Firmicutes,prokaryotes,SAMN02604057,GCA_000021785.1
2.72755,32.1,Staphylococcus epidermidis,Bacteria;Terrabacteria group;Firmicutes,Bacteria,Terrabacteria group,Firmicutes,prokaryotes,SAMN07444319,GCA_002850315.1
2.45735,35.76,Lactococcus lactis subsp. cremoris UC509.9,Bacteria;Terrabacteria group;Firmicutes,Bacteria,Terrabacteria group,Firmicutes,prokaryotes,SAMN02604113,GCA_000312685.1
2.82046,32.8,Staphylococcus aureus subsp. aureus MW2,Bacteria;Terrabacteria group;Firmicutes,Bacteria,Terrabacteria group,Firmicutes,prokaryotes,SAMD00061104,GCA_000011265.1
4.81292,47.6037,Yersinia pestis D106004,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN02603871,GCA_000022805.1
6.13673,60.4,Pseudomonas fluorescens PICF7,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN03446264,GCA_000963495.1
1.63603,30.5,Campylobacter jejuni subsp. jejuni CG8421,Bacteria;Proteobacteria;delta/epsilon subdivisions,Bacteria,Proteobacteria,delta/epsilon subdivisions,prokaryotes,SAMN02470701,GCA_000171795.2
5.11514,65.1,Xanthomonas campestris pv. campestris str. CN12,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN05791232,GCA_002776775.1
5.00772,52.2145,Salmonella enterica subsp. enterica serovar Newport str. SL254,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN02604062,GCA_000016045.1
4.88849,52.2068,Salmonella enterica subsp. enterica serovar Paratyphi C str. RKS4594,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN02603245,GCA_000018385.1
5.26124,65.0063,Xanthomonas campestris pv. campestris str. CN18,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN05791239,GCA_002776835.1
1.72459,30.4624,Campylobacter jejuni subsp. jejuni S3,Bacteria;Proteobacteria;delta/epsilon subdivisions,Bacteria,Proteobacteria,delta/epsilon subdivisions,prokaryotes,SAMN02603954,GCA_000184205.1
6.6942,59.4,Pseudomonas fluorescens,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN03398829,GCA_000968415.1
4.80226,47.6053,Yersinia pestis D182038,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN02603872,GCA_000022825.1
2.90262,32.8,Staphylococcus aureus subsp. aureus MRSA252,Bacteria;Terrabacteria group;Firmicutes,Bacteria,Terrabacteria group,Firmicutes,prokaryotes,SAMEA1705935,GCA_000011505.1
2.42147,35.1,Lactococcus lactis subsp. lactis IO-1,Bacteria;Terrabacteria group;Firmicutes,Bacteria,Terrabacteria group,Firmicutes,prokaryotes,SAMD00060995,GCA_000344575.1
2.55197,32.1034,Staphylococcus epidermidis,Bacteria;Terrabacteria group;Firmicutes,Bacteria,Terrabacteria group,Firmicutes,prokaryotes,SAMN03996299,GCA_002944995.1
5.44931,35.2945,Bacillus cereus 03BB102,Bacteria;Terrabacteria group;Firmicutes,Bacteria,Terrabacteria group,Firmicutes,prokaryotes,SAMN02603930,GCA_000022505.1
3.13501,28.4792,Clostridium perfringens,Bacteria;Terrabacteria group;Firmicutes,Bacteria,Terrabacteria group,Firmicutes,prokaryotes,SAMD00057672,GCA_002355795.1
3.00046,37.9,Listeria monocytogenes J0161,Bacteria;Terrabacteria group;Firmicutes,Bacteria,Terrabacteria group,Firmicutes,prokaryotes,SAMN00769971,GCA_000168635.2
4.64633,50.8,Escherichia coli str. K-12 substr. W3110,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMD00061081,GCA_000010245.1
4.41855,65.6,Mycobacterium tuberculosis W-148,Bacteria;Terrabacteria group;Actinobacteria,Bacteria,Terrabacteria group,Actinobacteria,prokaryotes,SAMN02595346,GCA_000193185.2
4.781,69.3,Mycobacterium avium subsp. paratuberculosis,Bacteria;Terrabacteria group;Actinobacteria,Bacteria,Terrabacteria group,Actinobacteria,prokaryotes,SAMN03252100,GCA_000835225.1
4.34012,65.6,Mycobacterium bovis BCG str. Moreau RDJ,Bacteria;Terrabacteria group;Actinobacteria,Bacteria,Terrabacteria group,Actinobacteria,prokaryotes,SAMEA4532327,GCA_000967285.1
1.8118,38.1,Haemophilus influenzae CGSHiCZ412602,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN02800345,GCA_000698365.1
1.57676,39.2,Helicobacter pylori B38,Bacteria;Proteobacteria;delta/epsilon subdivisions,Bacteria,Proteobacteria,delta/epsilon subdivisions,prokaryotes,SAMEA3138296,GCA_000091345.1
1.22858,40.6,Chlamydia pneumoniae,Bacteria;PVC group;Chlamydiae,Bacteria,PVC group,Chlamydiae,prokaryotes,SAMEA3212835,GCA_001007085.1
0.638851,25.6387,Buchnera aphidicola (Aphis glycines),Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN02937542,GCA_001280225.1
2.24088,51.4,Neisseria meningitidis H44/76,Bacteria;Proteobacteria;Betaproteobacteria,Bacteria,Proteobacteria,Betaproteobacteria,prokaryotes,SAMN02604200,GCA_000191445.1
2.86724,52.8078,Xylella fastidiosa,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN03166204,GCA_001456235.1
6.20245,61.7245,Pseudomonas putida ND6,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN02603188,GCA_000264665.1
1.83647,38.5,Streptococcus pyogenes MGAS9429,Bacteria;Terrabacteria group;Firmicutes,Bacteria,Terrabacteria group,Firmicutes,prokaryotes,SAMN02603501,GCA_000013485.1
2.07895,39.7,Streptococcus pneumoniae G54,Bacteria;Terrabacteria group;Firmicutes,Bacteria,Terrabacteria group,Firmicutes,prokaryotes,SAMN02603350,GCA_000019825.1
4.63057,35.0924,Leptospira interrogans serovar Copenhageni,Bacteria;Spirochaetes;Spirochaetia,Bacteria,Spirochaetes,Spirochaetia,prokaryotes,SAMN04875540,GCA_002073495.1
2.62237,26.8777,Fusobacterium nucleatum subsp. polymorphum,Bacteria;Fusobacteria;Fusobacteriia,Bacteria,Fusobacteria,Fusobacteriia,prokaryotes,SAMN03263152,GCA_001433955.1
5.49012,35.2642,Bacillus anthracis,Bacteria;Terrabacteria group;Firmicutes,Bacteria,Terrabacteria group,Firmicutes,prokaryotes,SAMN02874036,GCA_000725325.1
2.82896,59.9,Bifidobacterium longum subsp. infantis ATCC 15697 = JCM 1222 = DSM 20088,Bacteria;Terrabacteria group;Actinobacteria,Bacteria,Terrabacteria group,Actinobacteria,prokaryotes,SAMD00060952,GCA_000269965.1
4.98483,50.658,Shigella flexneri,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN08330276,GCA_002950255.1
2.18343,37.4,Histophilus somni,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN06141922,GCA_002162295.1
5.9189,59.1,Pseudomonas syringae pv. lapsa,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN03774723,GCA_001482725.1
2.06143,35.5,Streptococcus agalactiae,Bacteria;Terrabacteria group;Firmicutes,Bacteria,Terrabacteria group,Firmicutes,prokaryotes,SAMN02741688,GCA_000730255.1
6.42101,66.4,Pseudomonas aeruginosa B136-33,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN02603669,GCA_000359505.1
2.17766,41,Streptococcus suis D9,Bacteria;Terrabacteria group;Firmicutes,Bacteria,Terrabacteria group,Firmicutes,prokaryotes,SAMN02603321,GCA_000231885.1
5.22923,46.6096,Vibrio vulnificus,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN03956906,GCA_001675245.1
4.01143,39.0425,Acinetobacter baumannii MDR-ZJ06,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN02603878,GCA_000226275.1
4.19928,43.2906,Bacillus licheniformis,Bacteria;Terrabacteria group;Firmicutes,Bacteria,Terrabacteria group,Firmicutes,prokaryotes,SAMN07125936,GCA_002173615.1
4.70781,50.9714,Shigella dysenteriae,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN08518227,GCA_002949715.1
3.50771,38.3419,Legionella pneumophila subsp. pneumophila LPE509,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN02604344,GCA_000347615.1
1.85043,39,Streptococcus thermophilus,Bacteria;Terrabacteria group;Firmicutes,Bacteria,Terrabacteria group,Firmicutes,prokaryotes,SAMN03325854,GCA_001008015.1
2.04477,38.8,Lactobacillus reuteri,Bacteria;Terrabacteria group;Firmicutes,Bacteria,Terrabacteria group,Firmicutes,prokaryotes,SAMN04621617,GCA_001688685.2
3.86009,41.3,Bacillus pumilus,Bacteria;Terrabacteria group;Firmicutes,Bacteria,Terrabacteria group,Firmicutes,prokaryotes,SAMN03372367,GCA_001578165.1
3.16249,54.0856,Corynebacterium glutamicum,Bacteria;Terrabacteria group;Actinobacteria,Bacteria,Terrabacteria group,Actinobacteria,prokaryotes,SAMN02786783,GCA_000742735.1
1.04281,41.3,Chlamydia trachomatis G/9768,Bacteria;PVC group;Chlamydiae,Bacteria,PVC group,Chlamydiae,prokaryotes,SAMN02603693,GCA_000092685.1
8.1497,66.9768,Burkholderia cenocepacia,Bacteria;Proteobacteria;Betaproteobacteria,Bacteria,Proteobacteria,Betaproteobacteria,prokaryotes,SAMN04570263,GCA_001606115.1
7.31385,68.0219,Burkholderia pseudomallei NAU20B-16,Bacteria;Proteobacteria;Betaproteobacteria,Bacteria,Proteobacteria,Betaproteobacteria,prokaryotes,SAMN02641524,GCA_000511915.1
5.87493,68.5161,Burkholderia mallei,Bacteria;Proteobacteria;Betaproteobacteria,Bacteria,Proteobacteria,Betaproteobacteria,prokaryotes,SAMN02849482,GCA_000756025.2
